+-------+------------------+--------------------+----------------+----------+---------+-----------+---------+---------+--------------------+------------------+
| Epoch | Machine Training | Discriminator Loss | Generator Loss | Accuracy |   FPR   | Precision |  Recall |    F1   | Median Wasserstein | Mean Wasserstein |
|  690  |    Generator     |      0.56425       |    0.85017     | 0.66800  | 0.41200 |  0.64483  | 0.74800 | 0.69210 |      0.42188       |     0.48808      |
|  691  |    Generator     |      0.56425       |    0.80957     | 0.64200  | 0.43600 |  0.62284  | 0.72000 | 0.66741 |      0.42687       |     0.48288      |
|  692  |    Generator     |      0.56425       |    0.79029     | 0.60000  | 0.52000 |  0.58065  | 0.72000 | 0.64236 |      0.42612       |     0.48535      |
|  693  |    Generator     |      0.56425       |    0.73355     | 0.59000  | 0.57600 |  0.56757  | 0.75600 | 0.64788 |      0.43156       |     0.48663      |
|  694  |    Generator     |      0.56425       |    0.71632     | 0.56200  | 0.59200 |  0.54740  | 0.71600 | 0.61996 |      0.42989       |     0.48389      |
|  695  |    Generator     |      0.56425       |    0.66054     | 0.58400  | 0.60800 |  0.56069  | 0.77600 | 0.65052 |      0.43869       |     0.49200      |
|  696  |    Generator     |      0.56425       |    0.64239     | 0.55800  | 0.66800 |  0.53994  | 0.78400 | 0.63900 |      0.43800       |     0.48749      |
|  697  |    Generator     |      0.56425       |    0.64614     | 0.49800  | 0.66000 |  0.49848  | 0.65600 | 0.56600 |      0.44822       |     0.48856      |
|  698  |    Generator     |      0.56425       |    0.58165     | 0.50800  | 0.72000 |  0.50549  | 0.73600 | 0.59887 |      0.45258       |     0.49433      |
|  699  |  Discriminator   |      0.79537       |    0.58165     | 0.47200  | 0.72000 |  0.47977  | 0.66400 | 0.55656 |      0.43856       |     0.48416      |
|  700  |  Discriminator   |      0.73034       |    0.58165     | 0.55400  | 0.61600 |  0.54030  | 0.72400 | 0.61831 |      0.44954       |     0.48440      |
|  701  |  Discriminator   |      0.70694       |    0.58165     | 0.54800  | 0.59600 |  0.53727  | 0.69200 | 0.60440 |      0.45091       |     0.49087      |
|  702  |  Discriminator   |      0.69809       |    0.58165     | 0.56400  | 0.50400 |  0.55634  | 0.63200 | 0.59126 |      0.44848       |     0.48466      |
|  703  |  Discriminator   |      0.63242       |    0.58165     | 0.63600  | 0.42800 |  0.62057  | 0.70000 | 0.65740 |      0.45146       |     0.49500      |
|  704  |  Discriminator   |      0.61127       |    0.58165     | 0.70400  | 0.22400 |  0.73832  | 0.63200 | 0.68054 |      0.44891       |     0.48820      |
|  705  |  Discriminator   |      0.58005       |    0.58165     | 0.74200  | 0.16000 |  0.80100  | 0.64400 | 0.71348 |      0.44081       |     0.48639      |
|  706  |  Discriminator   |      0.54309       |    0.58165     | 0.77800  | 0.11600 |  0.85279  | 0.67200 | 0.75119 |      0.44011       |     0.48726      |
|  707  |  Discriminator   |      0.50904       |    0.58165     | 0.78600  | 0.07600 |  0.89503  | 0.64800 | 0.75125 |      0.43655       |     0.48753      |
|  708  |  Discriminator   |      0.50627       |    0.58165     | 0.77800  | 0.07600 |  0.89266  | 0.63200 | 0.73956 |      0.44458       |     0.49015      |
|  709  |  Discriminator   |      0.48216       |    0.58165     | 0.79600  | 0.07600 |  0.89785  | 0.66800 | 0.76557 |      0.44232       |     0.48759      |
|  710  |  Discriminator   |      0.47151       |    0.58165     | 0.80400  | 0.06000 |  0.91758  | 0.66800 | 0.77266 |      0.45347       |     0.49318      |
|  711  |  Discriminator   |      0.46517       |    0.58165     | 0.81200  | 0.03200 |  0.95349  | 0.65600 | 0.77677 |      0.44379       |     0.48146      |
|  712  |  Discriminator   |      0.44955       |    0.58165     | 0.83000  | 0.07200 |  0.91045  | 0.73200 | 0.81104 |      0.43416       |     0.47757      |
|  713  |  Discriminator   |      0.43037       |    0.58165     | 0.83800  | 0.04000 |  0.94709  | 0.71600 | 0.81500 |      0.44771       |     0.48572      |
|  714  |  Discriminator   |      0.39453       |    0.58165     | 0.85800  | 0.06000 |  0.92823  | 0.77600 | 0.84482 |      0.43775       |     0.47871      |
|  715  |    Generator     |      0.39453       |    1.64045     | 0.85200  | 0.06400 |  0.92308  | 0.76800 | 0.83793 |      0.43725       |     0.48762      |
|  716  |    Generator     |      0.39453       |    1.23959     | 0.76600  | 0.19200 |  0.79039  | 0.72400 | 0.75524 |      0.42705       |     0.46735      |
|  717  |    Generator     |      0.39453       |    0.89424     | 0.62600  | 0.46400 |  0.60678  | 0.71600 | 0.65638 |      0.40593       |     0.44441      |
|  718  |    Generator     |      0.39453       |    0.68464     | 0.55600  | 0.61200 |  0.54192  | 0.72400 | 0.61937 |      0.39111       |     0.43537      |
|  719  |    Generator     |      0.39453       |    0.59579     | 0.52200  | 0.66800 |  0.51594  | 0.71200 | 0.59783 |      0.38650       |     0.42671      |
|  720  |    Generator     |      0.39453       |    0.53235     | 0.50600  | 0.70000 |  0.50425  | 0.71200 | 0.58990 |      0.40347       |     0.42253      |
|  721  |  Discriminator   |      0.91303       |    0.53235     | 0.50400  | 0.70400 |  0.50282  | 0.71200 | 0.58892 |      0.39996       |     0.41679      |
|  722  |  Discriminator   |      0.84435       |    0.53235     | 0.58400  | 0.61600 |  0.56000  | 0.78400 | 0.65285 |      0.40159       |     0.41728      |
|  723  |  Discriminator   |      0.77116       |    0.53235     | 0.53000  | 0.68400 |  0.52101  | 0.74400 | 0.61237 |      0.39740       |     0.41943      |
|  724  |  Discriminator   |      0.70850       |    0.53235     | 0.54600  | 0.64000 |  0.53353  | 0.73200 | 0.61671 |      0.39410       |     0.41242      |
|  725  |  Discriminator   |      0.68243       |    0.53235     | 0.59200  | 0.55600 |  0.57099  | 0.74000 | 0.64411 |      0.38293       |     0.40847      |
|  726  |  Discriminator   |      0.61977       |    0.53235     | 0.69600  | 0.36400 |  0.67500  | 0.75600 | 0.71271 |      0.40234       |     0.41839      |
|  727  |  Discriminator   |      0.59215       |    0.53235     | 0.72600  | 0.27200 |  0.72691  | 0.72400 | 0.72495 |      0.40253       |     0.41650      |
|  728  |  Discriminator   |      0.57506       |    0.53235     | 0.71200  | 0.27600 |  0.71721  | 0.70000 | 0.70800 |      0.40201       |     0.42351      |
|  729  |  Discriminator   |      0.54662       |    0.53235     | 0.79400  | 0.16800 |  0.81818  | 0.75600 | 0.78536 |      0.40535       |     0.42239      |
|  730  |    Generator     |      0.54662       |    1.02450     | 0.71600  | 0.25200 |  0.73077  | 0.68400 | 0.70611 |      0.39499       |     0.41585      |
|  731  |    Generator     |      0.54662       |    0.89194     | 0.69600  | 0.36400 |  0.67500  | 0.75600 | 0.71271 |      0.36487       |     0.40771      |
|  732  |    Generator     |      0.54662       |    0.75504     | 0.59000  | 0.54400 |  0.57098  | 0.72400 | 0.63796 |      0.36284       |     0.40123      |
|  733  |    Generator     |      0.54662       |    0.65907     | 0.55400  | 0.65600 |  0.53803  | 0.76400 | 0.63092 |      0.36101       |     0.39855      |
|  734  |    Generator     |      0.54662       |    0.56370     | 0.46200  | 0.78800 |  0.47467  | 0.71200 | 0.56912 |      0.35571       |     0.39890      |
|  735  |  Discriminator   |      0.77981       |    0.56370     | 0.53200  | 0.72400 |  0.52116  | 0.78800 | 0.62691 |      0.33686       |     0.39239      |
|  736  |  Discriminator   |      0.74259       |    0.56370     | 0.53600  | 0.65600 |  0.52601  | 0.72800 | 0.61025 |      0.36614       |     0.39556      |
|  737  |  Discriminator   |      0.70149       |    0.56370     | 0.59000  | 0.56400 |  0.56881  | 0.74400 | 0.64422 |      0.35011       |     0.39704      |
|  738  |  Discriminator   |      0.67524       |    0.56370     | 0.61400  | 0.48000 |  0.59596  | 0.70800 | 0.64667 |      0.34492       |     0.38848      |
|  739  |  Discriminator   |      0.62872       |    0.56370     | 0.65800  | 0.43200 |  0.63390  | 0.74800 | 0.68574 |      0.35133       |     0.39272      |
|  740  |  Discriminator   |      0.64025       |    0.56370     | 0.65000  | 0.34000 |  0.65306  | 0.64000 | 0.64597 |      0.33931       |     0.38807      |
|  741  |  Discriminator   |      0.61994       |    0.56370     | 0.67200  | 0.30400 |  0.68067  | 0.64800 | 0.66344 |      0.35177       |     0.39555      |
|  742  |  Discriminator   |      0.58972       |    0.56370     | 0.69600  | 0.26400 |  0.71304  | 0.65600 | 0.68283 |      0.34956       |     0.39559      |
|  743  |  Discriminator   |      0.57625       |    0.56370     | 0.73400  | 0.18400 |  0.77990  | 0.65200 | 0.70974 |      0.33106       |     0.38869      |
|  744  |  Discriminator   |      0.56509       |    0.56370     | 0.77000  | 0.17600 |  0.80269  | 0.71600 | 0.75637 |      0.34624       |     0.38996      |
|  745  |  Discriminator   |      0.54921       |    0.56370     | 0.79000  | 0.18400 |  0.80591  | 0.76400 | 0.78389 |      0.35457       |     0.39831      |
|  746  |    Generator     |      0.54921       |    0.99669     | 0.75000  | 0.22800 |  0.76151  | 0.72800 | 0.74388 |      0.33905       |     0.38937      |
|  747  |    Generator     |      0.54921       |    0.86163     | 0.71600  | 0.36400 |  0.68621  | 0.79600 | 0.73654 |      0.33274       |     0.37569      |
|  748  |    Generator     |      0.54921       |    0.75720     | 0.58800  | 0.58400 |  0.56548  | 0.76000 | 0.64798 |      0.33158       |     0.36696      |
|  749  |    Generator     |      0.54921       |    0.66182     | 0.51600  | 0.69200 |  0.51130  | 0.72400 | 0.59885 |      0.33650       |     0.36884      |
|  750  |    Generator     |      0.54921       |    0.59595     | 0.46200  | 0.78400 |  0.47453  | 0.70800 | 0.56774 |      0.33130       |     0.36521      |
|  751  |  Discriminator   |      0.74384       |    0.59595     | 0.51800  | 0.72000 |  0.51220  | 0.75600 | 0.61018 |      0.33602       |     0.37041      |
|  752  |  Discriminator   |      0.72946       |    0.59595     | 0.51200  | 0.67200 |  0.50877  | 0.69600 | 0.58735 |      0.33313       |     0.36463      |
|  753  |  Discriminator   |      0.68465       |    0.59595     | 0.54800  | 0.60000 |  0.53704  | 0.69600 | 0.60578 |      0.33405       |     0.36983      |
|  754  |  Discriminator   |      0.68117       |    0.59595     | 0.60400  | 0.50000 |  0.58609  | 0.70800 | 0.64081 |      0.33041       |     0.37071      |
|  755  |  Discriminator   |      0.64662       |    0.59595     | 0.58200  | 0.44800 |  0.57736  | 0.61200 | 0.59368 |      0.33188       |     0.36735      |
|  756  |  Discriminator   |      0.63846       |    0.59595     | 0.72400  | 0.20000 |  0.76415  | 0.64800 | 0.70080 |      0.32535       |     0.36326      |
|  757  |  Discriminator   |      0.60852       |    0.59595     | 0.73000  | 0.12400 |  0.82486  | 0.58400 | 0.68336 |      0.33303       |     0.36989      |
|  758  |  Discriminator   |      0.59141       |    0.59595     | 0.77200  | 0.10000 |  0.86559  | 0.64400 | 0.73804 |      0.32472       |     0.36795      |
|  759  |  Discriminator   |      0.58183       |    0.59595     | 0.77400  | 0.08000 |  0.88701  | 0.62800 | 0.73488 |      0.33886       |     0.37087      |
|  760  |  Discriminator   |      0.55978       |    0.59595     | 0.74800  | 0.09200 |  0.86471  | 0.58800 | 0.69952 |      0.33765       |     0.37394      |
|  761  |  Discriminator   |      0.54541       |    0.59595     | 0.79600  | 0.06000 |  0.91573  | 0.65200 | 0.76120 |      0.33188       |     0.36600      |
|  762  |  Discriminator   |      0.52102       |    0.59595     | 0.78000  | 0.08000 |  0.88889  | 0.64000 | 0.74370 |      0.33550       |     0.36973      |
|  763  |  Discriminator   |      0.51392       |    0.59595     | 0.80800  | 0.09600 |  0.88119  | 0.71200 | 0.78712 |      0.34230       |     0.37219      |
|  764  |  Discriminator   |      0.49769       |    0.59595     | 0.80200  | 0.09600 |  0.87940  | 0.70000 | 0.77902 |      0.33661       |     0.36838      |
|  765  |  Discriminator   |      0.48088       |    0.59595     | 0.83600  | 0.09200 |  0.89252  | 0.76400 | 0.82278 |      0.32968       |     0.36416      |
|  766  |    Generator     |      0.48088       |    1.09619     | 0.83800  | 0.12000 |  0.86900  | 0.79600 | 0.83040 |      0.32988       |     0.36634      |
|  767  |    Generator     |      0.48088       |    0.96947     | 0.76200  | 0.28000 |  0.74170  | 0.80400 | 0.77109 |      0.32276       |     0.35503      |
|  768  |    Generator     |      0.48088       |    0.78677     | 0.59200  | 0.56800 |  0.56970  | 0.75200 | 0.64779 |      0.32597       |     0.35744      |
|  769  |    Generator     |      0.48088       |    0.66185     | 0.50200  | 0.74000 |  0.50135  | 0.74400 | 0.59855 |      0.32560       |     0.36018      |
|  770  |  Discriminator   |      0.70277       |    0.66185     | 0.48600  | 0.74800 |  0.49046  | 0.72000 | 0.58299 |      0.32499       |     0.36067      |
|  771  |  Discriminator   |      0.63461       |    0.66185     | 0.61600  | 0.54000 |  0.58841  | 0.77200 | 0.66733 |      0.34110       |     0.36997      |
|  772  |  Discriminator   |      0.59999       |    0.66185     | 0.70200  | 0.21600 |  0.74163  | 0.62000 | 0.67489 |      0.32088       |     0.36053      |
|  773  |  Discriminator   |      0.54563       |    0.66185     | 0.71600  | 0.19600 |  0.76214  | 0.62800 | 0.68810 |      0.32190       |     0.36185      |
|  774  |  Discriminator   |      0.56331       |    0.66185     | 0.71400  | 0.14000 |  0.80226  | 0.56800 | 0.66462 |      0.32663       |     0.36144      |
|  775  |  Discriminator   |      0.52103       |    0.66185     | 0.70400  | 0.17600 |  0.76842  | 0.58400 | 0.66315 |      0.31959       |     0.36174      |
|  776  |  Discriminator   |      0.53089       |    0.66185     | 0.73000  | 0.12800 |  0.82123  | 0.58800 | 0.68483 |      0.33740       |     0.36555      |
|  777  |  Discriminator   |      0.51544       |    0.66185     | 0.78000  | 0.11600 |  0.85354  | 0.67600 | 0.75397 |      0.33047       |     0.36032      |
|  778  |  Discriminator   |      0.49030       |    0.66185     | 0.77400  | 0.14000 |  0.83092  | 0.68800 | 0.75224 |      0.32753       |     0.35893      |
|  779  |  Discriminator   |      0.45244       |    0.66185     | 0.82600  | 0.09200 |  0.88995  | 0.74400 | 0.80996 |      0.32765       |     0.36433      |
|  780  |  Discriminator   |      0.48284       |    0.66185     | 0.83000  | 0.12800 |  0.86026  | 0.78800 | 0.82205 |      0.33495       |     0.36765      |
|  781  |    Generator     |      0.48284       |    1.14641     | 0.76600  | 0.24000 |  0.76285  | 0.77200 | 0.76690 |      0.31178       |     0.35145      |
|  782  |    Generator     |      0.48284       |    0.81760     | 0.56200  | 0.60400 |  0.54655  | 0.72800 | 0.62387 |      0.31717       |     0.35473      |
|  783  |    Generator     |      0.48284       |    0.57322     | 0.46800  | 0.83600 |  0.48010  | 0.77200 | 0.59155 |      0.29578       |     0.33976      |
|  784  |  Discriminator   |      0.75205       |    0.57322     | 0.50400  | 0.72800 |  0.50273  | 0.73600 | 0.59692 |      0.29324       |     0.33725      |
|  785  |  Discriminator   |      0.70357       |    0.57322     | 0.50800  | 0.69600 |  0.50568  | 0.71200 | 0.59088 |      0.29143       |     0.33477      |
|  786  |  Discriminator   |      0.64392       |    0.57322     | 0.56800  | 0.56000 |  0.55414  | 0.69600 | 0.61653 |      0.29085       |     0.33867      |
|  787  |  Discriminator   |      0.59607       |    0.57322     | 0.69200  | 0.27200 |  0.70690  | 0.65600 | 0.68000 |      0.29631       |     0.33544      |
|  788  |  Discriminator   |      0.58145       |    0.57322     | 0.68000  | 0.21200 |  0.72959  | 0.57200 | 0.64076 |      0.30142       |     0.33693      |
|  789  |  Discriminator   |      0.52545       |    0.57322     | 0.73200  | 0.15600 |  0.79897  | 0.62000 | 0.69771 |      0.28825       |     0.33602      |
|  790  |  Discriminator   |      0.51787       |    0.57322     | 0.74000  | 0.13600 |  0.81915  | 0.61600 | 0.70271 |      0.28382       |     0.33892      |
|  791  |  Discriminator   |      0.52079       |    0.57322     | 0.73200  | 0.13600 |  0.81522  | 0.60000 | 0.69076 |      0.29168       |     0.33353      |
|  792  |  Discriminator   |      0.49906       |    0.57322     | 0.76600  | 0.09600 |  0.86740  | 0.62800 | 0.72805 |      0.30137       |     0.33650      |
|  793  |  Discriminator   |      0.49313       |    0.57322     | 0.76400  | 0.12000 |  0.84375  | 0.64800 | 0.73254 |      0.29556       |     0.33769      |
|  794  |  Discriminator   |      0.48591       |    0.57322     | 0.78400  | 0.10800 |  0.86224  | 0.67600 | 0.75736 |      0.29424       |     0.33788      |
|  795  |  Discriminator   |      0.46571       |    0.57322     | 0.77600  | 0.14800 |  0.82547  | 0.70000 | 0.75708 |      0.29816       |     0.33694      |
|  796  |  Discriminator   |      0.44702       |    0.57322     | 0.81000  | 0.11200 |  0.86730  | 0.73200 | 0.79343 |      0.29142       |     0.33173      |
|  797  |  Discriminator   |      0.42217       |    0.57322     | 0.79600  | 0.09600 |  0.87755  | 0.68800 | 0.77081 |      0.30530       |     0.34462      |
|  798  |  Discriminator   |      0.41775       |    0.57322     | 0.78600  | 0.12800 |  0.84541  | 0.70000 | 0.76537 |      0.28812       |     0.33519      |
|  799  |  Discriminator   |      0.41583       |    0.57322     | 0.83000  | 0.09600 |  0.88732  | 0.75600 | 0.81592 |      0.29777       |     0.34239      |
|  800  |    Generator     |      0.41583       |    1.25846     | 0.75000  | 0.20000 |  0.77778  | 0.70000 | 0.73634 |      0.29581       |     0.34221      |
|  801  |    Generator     |      0.41583       |    0.73419     | 0.53800  | 0.67600 |  0.52661  | 0.75200 | 0.61896 |      0.27959       |     0.32298      |
|  802  |    Generator     |      0.41583       |    0.51531     | 0.47800  | 0.84800 |  0.48668  | 0.80400 | 0.60587 |      0.28229       |     0.32769      |
|  803  |  Discriminator   |      0.77157       |    0.51531     | 0.49400  | 0.78400 |  0.49614  | 0.77200 | 0.60359 |      0.27590       |     0.32717      |
|  804  |  Discriminator   |      0.75578       |    0.51531     | 0.51400  | 0.76800 |  0.50895  | 0.79600 | 0.62043 |      0.27711       |     0.32792      |
|  805  |  Discriminator   |      0.69498       |    0.51531     | 0.49400  | 0.72000 |  0.49580  | 0.70800 | 0.58271 |      0.27494       |     0.32948      |
|  806  |  Discriminator   |      0.64943       |    0.51531     | 0.54800  | 0.61600 |  0.53614  | 0.71200 | 0.61119 |      0.27924       |     0.32617      |
|  807  |  Discriminator   |      0.60739       |    0.51531     | 0.60800  | 0.40400 |  0.60547  | 0.62000 | 0.61215 |      0.27546       |     0.33049      |
|  808  |  Discriminator   |      0.57420       |    0.51531     | 0.70200  | 0.22800 |  0.73488  | 0.63200 | 0.67907 |      0.27220       |     0.32691      |
|  809  |  Discriminator   |      0.57946       |    0.51531     | 0.71400  | 0.16400 |  0.78307  | 0.59200 | 0.67377 |      0.27691       |     0.32866      |
|  810  |  Discriminator   |      0.53938       |    0.51531     | 0.73600  | 0.12800 |  0.82418  | 0.60000 | 0.69396 |      0.27704       |     0.32823      |
|  811  |  Discriminator   |      0.52269       |    0.51531     | 0.74200  | 0.11600 |  0.83799  | 0.60000 | 0.69881 |      0.26831       |     0.32592      |
|  812  |  Discriminator   |      0.49671       |    0.51531     | 0.74400  | 0.08800 |  0.86747  | 0.57600 | 0.69183 |      0.27705       |     0.32614      |
|  813  |  Discriminator   |      0.49308       |    0.51531     | 0.77600  | 0.06400 |  0.90588  | 0.61600 | 0.73285 |      0.27529       |     0.32959      |
|  814  |  Discriminator   |      0.48990       |    0.51531     | 0.77400  | 0.06400 |  0.90533  | 0.61200 | 0.72983 |      0.27048       |     0.32865      |
|  815  |  Discriminator   |      0.49113       |    0.51531     | 0.81400  | 0.06000 |  0.91979  | 0.68800 | 0.78670 |      0.28406       |     0.32844      |
|  816  |  Discriminator   |      0.42573       |    0.51531     | 0.81200  | 0.08400 |  0.89394  | 0.70800 | 0.78969 |      0.27358       |     0.32876      |
|  817  |  Discriminator   |      0.45333       |    0.51531     | 0.78000  | 0.10800 |  0.86082  | 0.66800 | 0.75176 |      0.26606       |     0.32498      |
|  818  |  Discriminator   |      0.43971       |    0.51531     | 0.81600  | 0.10000 |  0.87981  | 0.73200 | 0.79863 |      0.27772       |     0.32660      |
|  819  |  Discriminator   |      0.39578       |    0.51531     | 0.83000  | 0.08800 |  0.89474  | 0.74800 | 0.81432 |      0.28215       |     0.33067      |
|  820  |  Discriminator   |      0.36852       |    0.51531     | 0.84400  | 0.08400 |  0.90187  | 0.77200 | 0.83140 |      0.28171       |     0.33092      |
|  821  |    Generator     |      0.36852       |    1.26352     | 0.78400  | 0.19600 |  0.79583  | 0.76400 | 0.77909 |      0.28110       |     0.33136      |
|  822  |    Generator     |      0.36852       |    0.70342     | 0.52600  | 0.71200 |  0.51762  | 0.76400 | 0.61664 |      0.29485       |     0.33887      |
|  823  |  Discriminator   |      0.68340       |    0.70342     | 0.56600  | 0.65600 |  0.54571  | 0.78800 | 0.64436 |      0.30640       |     0.34708      |
|  824  |  Discriminator   |      0.61780       |    0.70342     | 0.66200  | 0.44000 |  0.63455  | 0.76400 | 0.69279 |      0.30550       |     0.34572      |
|  825  |  Discriminator   |      0.54776       |    0.70342     | 0.73800  | 0.28000 |  0.72973  | 0.75600 | 0.74213 |      0.30015       |     0.35201      |
|  826  |    Generator     |      0.54776       |    0.66540     | 0.52200  | 0.73200 |  0.51459  | 0.77600 | 0.61834 |      0.31045       |     0.35791      |
|  827  |  Discriminator   |      0.67903       |    0.66540     | 0.60000  | 0.50800 |  0.58224  | 0.70800 | 0.63849 |      0.30735       |     0.36017      |
|  828  |  Discriminator   |      0.60933       |    0.66540     | 0.67000  | 0.32400 |  0.67206  | 0.66400 | 0.66751 |      0.31885       |     0.36517      |
|  829  |  Discriminator   |      0.56253       |    0.66540     | 0.73600  | 0.19600 |  0.77315  | 0.66800 | 0.71624 |      0.31253       |     0.36776      |
|  830  |  Discriminator   |      0.48973       |    0.66540     | 0.76200  | 0.17600 |  0.79909  | 0.70000 | 0.74577 |      0.31779       |     0.36476      |
|  831  |  Discriminator   |      0.47489       |    0.66540     | 0.79400  | 0.18000 |  0.81013  | 0.76800 | 0.78800 |      0.32520       |     0.36536      |
|  832  |    Generator     |      0.47489       |    0.96951     | 0.64600  | 0.43200 |  0.62630  | 0.72400 | 0.67112 |      0.33410       |     0.36910      |
|  833  |    Generator     |      0.47489       |    0.58716     | 0.47600  | 0.77200 |  0.48396  | 0.72400 | 0.57965 |      0.35477       |     0.39019      |
|  834  |  Discriminator   |      0.74181       |    0.58716     | 0.55800  | 0.69200 |  0.53867  | 0.80800 | 0.64592 |      0.36956       |     0.40221      |
|  835  |  Discriminator   |      0.69268       |    0.58716     | 0.54600  | 0.70400 |  0.53067  | 0.79600 | 0.63632 |      0.36892       |     0.40355      |
|  836  |  Discriminator   |      0.62747       |    0.58716     | 0.67600  | 0.45200 |  0.64013  | 0.80400 | 0.71227 |      0.36713       |     0.40356      |
|  837  |  Discriminator   |      0.58867       |    0.58716     | 0.70400  | 0.39200 |  0.67114  | 0.80000 | 0.72943 |      0.37470       |     0.40078      |
|  838  |  Discriminator   |      0.54244       |    0.58716     | 0.78200  | 0.24400 |  0.76806  | 0.80800 | 0.78703 |      0.37607       |     0.40243      |
|  839  |    Generator     |      0.54244       |    0.78836     | 0.64200  | 0.50800 |  0.60923  | 0.79200 | 0.68820 |      0.38429       |     0.41692      |
|  840  |    Generator     |      0.54244       |    0.67836     | 0.60200  | 0.66000 |  0.56693  | 0.86400 | 0.68415 |      0.38631       |     0.42716      |
|  841  |    Generator     |      0.54244       |    0.57673     | 0.54400  | 0.74400 |  0.52792  | 0.83200 | 0.64549 |      0.41833       |     0.44756      |
|  842  |  Discriminator   |      0.72949       |    0.57673     | 0.61000  | 0.59600 |  0.57790  | 0.81600 | 0.67613 |      0.41743       |     0.44920      |
|  843  |  Discriminator   |      0.65736       |    0.57673     | 0.63600  | 0.52800 |  0.60241  | 0.80000 | 0.68680 |      0.42621       |     0.45434      |
|  844  |  Discriminator   |      0.63206       |    0.57673     | 0.70200  | 0.35600 |  0.68100  | 0.76000 | 0.71784 |      0.41903       |     0.45093      |
|  845  |  Discriminator   |      0.59562       |    0.57673     | 0.74400  | 0.31200 |  0.71942  | 0.80000 | 0.75708 |      0.42028       |     0.45507      |
|  846  |  Discriminator   |      0.55855       |    0.57673     | 0.78600  | 0.24400 |  0.76981  | 0.81600 | 0.79173 |      0.42777       |     0.45408      |
|  847  |    Generator     |      0.55855       |    0.92372     | 0.74000  | 0.33200 |  0.70979  | 0.81200 | 0.75697 |      0.42909       |     0.45747      |
|  848  |    Generator     |      0.55855       |    0.79428     | 0.68800  | 0.44800 |  0.64780  | 0.82400 | 0.72486 |      0.45200       |     0.47734      |
|  849  |    Generator     |      0.55855       |    0.70541     | 0.62600  | 0.58000 |  0.58924  | 0.83200 | 0.68940 |      0.46291       |     0.48522      |
|  850  |    Generator     |      0.55855       |    0.63279     | 0.56000  | 0.70400 |  0.53927  | 0.82400 | 0.65142 |      0.47441       |     0.49190      |
|  851  |  Discriminator   |      0.69702       |    0.63279     | 0.59800  | 0.63200 |  0.56712  | 0.82800 | 0.67269 |      0.48268       |     0.49849      |
|  852  |  Discriminator   |      0.65566       |    0.63279     | 0.67800  | 0.48800 |  0.63363  | 0.84400 | 0.72335 |      0.47852       |     0.49627      |
|  853  |  Discriminator   |      0.58693       |    0.63279     | 0.74000  | 0.34400 |  0.70548  | 0.82400 | 0.75965 |      0.47401       |     0.49499      |
|  854  |  Discriminator   |      0.53132       |    0.63279     | 0.76000  | 0.28000 |  0.74074  | 0.80000 | 0.76873 |      0.47949       |     0.49397      |
|  855  |    Generator     |      0.53132       |    0.93753     | 0.71000  | 0.38400 |  0.67677  | 0.80400 | 0.73442 |      0.47654       |     0.49154      |
|  856  |    Generator     |      0.53132       |    0.79480     | 0.66400  | 0.49600 |  0.62424  | 0.82400 | 0.70985 |      0.47485       |     0.48964      |
|  857  |    Generator     |      0.53132       |    0.67479     | 0.60400  | 0.65600 |  0.56842  | 0.86400 | 0.68524 |      0.47471       |     0.49388      |
|  858  |    Generator     |      0.53132       |    0.58017     | 0.51000  | 0.77600 |  0.50636  | 0.79600 | 0.61850 |      0.47416       |     0.49547      |
|  859  |  Discriminator   |      0.73884       |    0.58017     | 0.58000  | 0.63200 |  0.55618  | 0.79200 | 0.65298 |      0.47485       |     0.48894      |
|  860  |  Discriminator   |      0.68978       |    0.58017     | 0.63000  | 0.53200 |  0.59819  | 0.79200 | 0.68109 |      0.47909       |     0.49143      |
|  861  |  Discriminator   |      0.60986       |    0.58017     | 0.66200  | 0.42800 |  0.63729  | 0.75200 | 0.68941 |      0.47074       |     0.49335      |
|  862  |  Discriminator   |      0.58528       |    0.58017     | 0.71800  | 0.26800 |  0.72428  | 0.70400 | 0.71350 |      0.47167       |     0.48922      |
|  863  |  Discriminator   |      0.53250       |    0.58017     | 0.78000  | 0.20800 |  0.78689  | 0.76800 | 0.77683 |      0.47321       |     0.49093      |
|  864  |    Generator     |      0.53250       |    1.03774     | 0.71000  | 0.33200 |  0.69373  | 0.75200 | 0.72119 |      0.47353       |     0.49643      |
|  865  |    Generator     |      0.53250       |    0.84601     | 0.61600  | 0.48800 |  0.59603  | 0.72000 | 0.65168 |      0.45245       |     0.48247      |
|  866  |    Generator     |      0.53250       |    0.72137     | 0.54600  | 0.61600 |  0.53474  | 0.70800 | 0.60880 |      0.44631       |     0.49142      |
|  867  |    Generator     |      0.53250       |    0.62241     | 0.51400  | 0.73600 |  0.50933  | 0.76400 | 0.61072 |      0.43510       |     0.48529      |
|  868  |  Discriminator   |      0.76100       |    0.62241     | 0.53800  | 0.63600 |  0.52819  | 0.71200 | 0.60598 |      0.44198       |     0.49329      |
|  869  |  Discriminator   |      0.73478       |    0.62241     | 0.56600  | 0.58000 |  0.55108  | 0.71200 | 0.62080 |      0.44243       |     0.49153      |
|  870  |  Discriminator   |      0.67361       |    0.62241     | 0.61400  | 0.46000 |  0.59930  | 0.68800 | 0.64010 |      0.45201       |     0.49746      |
